type,plaintext,ciphertext
Caesar,dotottxrfmpscqzxsvrhxxncdnswrrhkxsnwxcmtmhzvibmipalhuzfjxndqhonhizqn,juzuzzdxlsvyiwfdybxnddtijtycxxnqdytcdiszsnfbohsovgrnaflpdtjwnutnofwt
Caesar,asbfespqkwrxhhhgkuufjkghduxndugfhesqojdtbgtqmctcnonqdzvwhflwiwukzmifxgfgmozn,ldmqpdabvhcisssrvffquvrsofiyofrqspdbzuoemrebxnenyzybokghsqwhthfvkxtqirqrxzky
Caesar,luuxxggkvqbrmrbqfoeikcfjxmbdfdtyzxkvcbrchpocuijavzbs,qzzccllpavgwrwgvktjnphkocrgikiydecpahgwhmuthznofaegx
Vigenere,ckwbrbdrfiqatkggixkteirvaragcewvzsnednapwybuyqnxrkqejrsm,llehkkezlbzbbqzpjfqmnjzbtaboixfwhygnevgifzjarzofxdzfrxlv
Vigenere,pgyntqcmphvedtmfsdtbdyikfuugdxdgmsrofpnwbgaayzbxamtlqkikouzjoufphjgzjcpmzg,vdtsmwjsmcaxjascnimhkeffknanjuylfyyucksphngxteudhsqgvdoruruohamveelspjvjul
Caesar,pxrfgbutojzzrcfyhuqlbbokpzeyfucjhppkblvwbzybzaeuifningsbpcdgtxlkztvvagpeoxrwvf,qysghcvupkaasdgzivrmccplqafzgvdkiqqlcmwxcazcabfvjgojohtcqdehuymlauwwbhqfpysxwg
Columnar,mcnnqogljyfijwrnjtmxgczubzbhuqzuctratqsrlojbiojqqaqgikrbwdcmjkkfphjssazjzscmuzvwhrpzdfkgomjajuceo,njwmuutsbqkcfssvzouxqyrxbqrriarmpacwdmcxnljtzhcqjqidkszzpgjxmofngzzaloqbjhzmhfjecgijcbutojgwkjjurkao
Vigenere,abiplvxdwbjhyqstuqfpuoznskrhzmncunxxhjwzdjnngeciejvlndjcwkdjqlrtaotzvygtuomqw,wjyqkwgbsjzixrbrqyvqtpiloshiynwaqvnygkfxzrdofflgarlmmesasstkpmarwwjauzprqwcrv
Vigenere,cztlbrtzspfsnzhseglptselkfwilwnrmdaqajjvxmrayomzktjtliridkuotjsvpsdwwwutsnzygpkbkzszsbojcadfivfa,irawjnzrzanotrodmcrhadmhqxdttstjtoimgbqgfixsfzuvqlqetexakvckzbzgxojodhcpyfgjolqtrkavytvukwjxpgnw
Vigenere,rqeztkjxwlfdalofwtdaohiuetjiyyxyfddebxatcvyrctyfdxubxbugdcdklyxhnsbrzywwnnsorgaolnjvaxyekvhtvl,ltcqtedaucfxuomwwnxdmyioywhzysrbdudyvaykcpsuakyzxassxvojbtdefbvynmvuxpwqhqqfraurjejpuawvkpbwtc
Caesar,xrtbafacnynjgaanpxbyskrywgsfjohdrrras,auwedidfqbqmjddqsaebvnubzjvimrkguuudv
Hill,mrvfmuroejfpakunydubusqiowfawhdgicdo,xycjecrjbykjgwrirypsugiyqcbptgzrisjt
Hill,cserizgbthjunbsdolgbazpglyedlfvzfmejftm,qmgjmpwbjdhmnjodilwbardixcgnxnzpbggpbrsj
Caesar,hpxjhjpgirzkqlmmasyegqjykbeutvqhwoobsqbjwikebresftoomqlfzfakcrreslektiuprqasbhexcmsxncpes,gowigiofhqyjpkllzrxdfpixjadtsupgvnnarpaivhjdaqdresnnlpkeyezjbqqdrkdjshtoqpzragdwblrwmbodr
Vigenere,lyylgocvrnfobgukxninsbpgqtxelwphlzqmbiuxakrpejkwlnrnqefoafkavbvinlmrktlmmzmkuluvflnrxci,udyuijbaasfxdbtpgsiwuwolzyxnnromueqvddtcjprygejbusrwszetjkkjxwunwqmamokrvemtwgtaoqnazxh
Hill,fqqyhlubgtiowaqszlyycdeurogoqmgxmrmmuuuqaeucuxgzfyllhhvterruzgbucbyd,lzuqbmadcpscgewinuiiwpwoltieyasdypeeyyikqoeakpaxrbvilyzakxjbtjhrovct
Columnar,coefexpcuelkaelpvuskpdjbsrlysiosofsurdijosfycxbyvkhzhrqjn,elvjssobhxcpassorfvqeulploichnxkubiusyrxocekrsdykjfepdyfjxzx
Hill,itcdbpnytysbiurfmdpdvumgqemcanogyfgorvoadl,unorxmbzpnwxaujouxbenhmsswoqanioinuibwyyvg
Vigenere,wtjvzedrsqbokbrfmjvoykrroeimlxaroihnszzddwhviwstvqksbabcssfxigpmfwkfrnnzz,tslhtraqucvbhatrgwsnawleldkyfkxqqubapybpxjeukimgspmevnybuezkffryzjhetzhmw
Columnar,jzkexwtqunhrzrrgmcjojvrcrpsokbhqudmlmkmkqq,xrjpukjqrvklehcrqmtrjomqzugrbmwzosdqknmchk
Hill,clibuagjihamxqlaogfynmtmhpugfgkipiksdqfvfjqcczceln,ytalsiqfolcadrthyqpppnxfbigizpgertmeljvctcawwtmgtu
Caesar,jkazbypmokigdqryaelvzaxrewwgiiupfgmhdremumrsjfmceltfhumbitdghqgdedjgfhohixcsbkxdxgwsvxmwbr,deutvsjgiecaxklsuyfpturlyqqaccojzagbxlygoglmdzgwyfnzbogvcnxabkaxyxdazbibcrwmverxraqmprgqvl
Vigenere,tcuequwdoeqvsszwzhvrfkkhielymcsnvfizuk,vhcnhzxftmzmxtbbhqmwgmpprvqzohawmkjbzs
Columnar,gssjanbjtjmfviujtglebntdoeecsuwbqwgwxebtuebkfkuonbnnzthecztopzwirokqhnaksnwxqnuzmdccka,sjgewebzondavbsxfzphqkjfecwknoqxcsmlegbntkwcninuektznnagttoquncrsmjjdbtoeikzxbutwbuhwaux
Columnar,twybaiuqgznpgtetgrmhjlxxlrguejyerlcwtzvqglzyyivqbwsooyyfbxaqegepdckmebt,bqpthxuewqyqofqpmxtagggjlertgybobedewiztrlrjlzliwyxgcbyunemxgycvzvsyaekt
Caesar,yrsioybsjjequmqfmgdbcunxaxjcowmlhjbldwgnzbpnbxijetoh,cvwmscfwnniuyqujqkhfgyrbebngsaqplnfphakrdftrfbmnixsl
Hill,gaufhcfqqvgetgxzbvjanpqfvglzvjezuzwweamkafnwvixfpayajdwcovwnjdhgfoaohwmivakqrxdhymayyjo,aojobfvzrscadtgdejnvotjwdpgbyltctwywassgjclbrvwvnjaeiroorwniirdrhtuqlneanxicsjkpgomulsfc
Vigenere,snjsukwhnhblwfogjldriqfhytccqamqqlvkfkpuyofmcfnbyeiaguweprxhwtmvvdqvrpwyqiwhzelvf,ojarqgngjdsksbfffhuqemwguptbmwdpmhmjbggtukwlybeauazzcqndlnogspdurzhunlnxmengvacub
Vigenere,lvcshohpqcjjketplcqebtyzjjydmvetaynfzksqjowwccsffasvbxmdxonxovekdnvokrtbjlvuqqgbyhioqxgkbwycprf,yclbuvqydjssxlcyyjznoahiwqhmzcncnfwomrbzwvffpjboshbeoevmkvwgbcntquexxyckwseddxpklorxdeptodhlcyo
Caesar,uscilobgxjdyghwobsdkzhpbpcwwddyrnvgvsaeiujruzaehqjkath,zxhnqtglcoidlmbtgxipemuguhbbiidwsalaxfjnzowzefjmvopfym
Columnar,azzymxygkvacnbiwoptvmajcgwwawwnrszefsbr,agiawfxnvwzxzvocnbmctwsxyapgrrybmaexzkwjws
Columnar,ntqnlztmvbawvpwsadhtgahqizcwszdgckjmyaqa,laahsjxzwdqzmxqvwgccqnbsawkantvhidytmptzga
Caesar,cihnjyvdzmtgxnhdkelmsiamrulqgidywhnbsjgmgchhqqq,ekjplaxfbovizpjfmgnoukcotwnsikfayjpdulioiejjsss
Caesar,rjcifhcvhxnduunjsixlpwwltpkhtecxxngqgclhrddbebwqgagzsjbjdqwkuodmw,wohnkmhamcsizzsoxncqubbqyupmyjhccslvlhqmwiigjgbvlflexogoivbpztirb
Hill,lpardsjyviqdaoutzwiuprghdajkvhbwgesphtzljhwxvxpn,orvevpdppnracodmxxamypxolxbbaznveyfkqzozilbogpql
Caesar,ebktcwgidmmkcyshbzbacjaaiunnuuslymbyiqtthalmqaoacmcpxexqwerzyqwwqqgzafpbfcqytge,ifoxgakmhqqogcwlfdfegneemyrryywpcqfcmuxxlepquesegqgtbibuaivdcuaauukdejtfjgucxki
Columnar,wfozmynvfzlkhawhhdzbnkkeeqeqpjamwlvhssqdnydw,nanqvyxozheasxffhkjswzldemqxwvwkphdmkzqwdxyhbelnx
Caesar,pncikumaukdwnmemibymmoaagntpyxiixuixeiaiwdddtvvphbzazrxcyzdrdmrolevdgkvejwmtdjlkovwfph,mkzfhrjxrhatkjbjfyvjjlxxdkqmvuffurfubfxftaaaqssmeywxwouzvwaoajolibsadhsbgtjqagihlstcme
Vigenere,qwhrrhwuwpwdaslpacrxxgidelupthhrjwyluonscztzcskzstukliotqzwhuxgapktrvpibo,tpcruaruzirddlgpdvmxazddheppwacrmptlxhisfsozflfzvmpkobjttsrhxqbasdoryidbr
Columnar,auxmualkahawvbdcezkdmlvdadszvrbjbgrjavxja,auavemavbaamkwcddzjjjxxladkvsbrxxuahbzldrgvx
Columnar,jdbjzrijmmdbtjivwdrpkuqjumukfzjxlqytiodydtpcayudhxpwgjhlpe,bmwjjoawxijkkythlxzbrmlyujxrtpuqddhxjdduxdygxjjiuftpxpdmvqzicpe
Columnar,xhjehhwnwbuscgyjnzjxvyfmsdhpifhjdfefuojxzosluzbuztsromvzzygtyyfjegecrycjymbhsiclmynxoxjmtiahce,jbnmhourggyljehwjffulsyejcxchsjddxbmycbytxxnyyifstzjciohwgvpeozzfysxaxhcxhfzuvyrhnixeuzsjjzotemmmx
Caesar,ieqaasggxxszxpyoooaiodwquuihcloezitqxu,vrdnnfttkkfmkclbbbnvbqjdhhvupybrmvgdkh
Hill,clxcizalkbyoxqaumuhsximuireigmapwdqokweikwptfhyrbxwpdlcpvlcuniqgnowqhichhvwg,jgurdypavesugrgawkavorwklygmwslajoqwaegmaebtrppundxotjfgrlagsnywmnwokvngxvgo
Hill,mdvpttjnwveuhvdyvdrgjigywfmzzgrkrnmmpznbkghnnqedxtpcntkodfpgcbrmauzixddw,cbxfzljpezykpnbwldxmrmeoofyjfiberlywbbblqwhdduufdjritbygvvvaqxdaumhenpza
Vigenere,bmtdlnbtjtitrqkcpquwpxtzkyhbwjkmbvqcljqackzxjzydqmvmnqkyczebtienfxtbptajnmjbnfv,lvdyvxgktcsobaptzzerzhyquhrwgtpdleaxvtvrmtjstjduavfhxappmiowdsjepgdwzdfaxvtwxpa
Vigenere,gzikuaeeqfsjuxnaxorcbtzsozhsnnhajkqjlotnnznykibbw,hzwhtefeecrnvxbxwsscpqywpzvpmriaxhpnmohkmdoyyfafx
Hill,klstnprshijkoxhgfuunlscnsvhzzngwwerzbnqgkfwknhhinykapkllzakplojjvnuwyrobkgcwkhy,zgtundkpyrqbjmybgplsihfutklxrdccqsxtjxoazkqonryraxmwsjvdedzmibdthpymvmjsmssozavi
Vigenere,qgupwoytrglqanfwtsczyztkxmiibuieirbeaukcaipjdzjvgfporyfxylgmdldamkmafcecntrsgmkngrdjgxe,cgkenoffrwahaurwjhtzfltamdipnuytzriqakztapbjtoavnrpegpfeklwbulkmmabrfjqcdiisnykdvidqsxu
Hill,lqmdoyvlqbfwvaazktzcxtrxtivegylnolhsutz,ffejkedgyzrhftmnwbdjjotqpljtsypskrlpmplw
Columnar,lfazwqjslugjyhlkwsrconsgkshjnzovalvoksqhgazkpbfkpvhmktbatuzfzbvnycvacybmscwfvnfaxuazd,zsjkcgjvohkkmafnamfazxlwlywoknakgppktzycsvxdfquhsnszlsabvtubcycnuxajglrshovqzfhbzvvbwfax
Vigenere,kvelilpfhfjmtbgquzwykjfclrwujgesprdsosexoudiggfjzvjqm,xxyszztsjzqdhftsognmowhwsikywiyzgfhfqmlocyqkanwxdilkt
Caesar,raxuctnkihuuhiusliladvelyanbia,ajgdlcwtrqddqrdburujmenuhjwkrj
Vigenere,cnbcilrxzxezbymltdyfhceunmrtymyhdoerbrlqfhhgyqpzmgm,edwdonhsadgpwzsnjyzljszvtohozsaxypktrmmwhxchesfunmo
Columnar,scgeupzocizpckfccljsyxiyhkfisaajnktysnbihsdaanbqrpckfyypkwrhqzmzfwkyypljlrwmvdulumb,spzcykayhncpqwlmueckjyskbaryrzyruxuifshatiapyhfpwlxczpcxfjssbkkzkjvmgocliinndqfwmyldb
Caesar,hdtivvdiqowxpumoyealqqgyczjxzseljxggmjutbczcmxrxrtzshhqrqnjjfwajoyriwkykvlzlogqijghi,xtjylltygemnfkceouqbggwospznpiubznwwczkjrspscnhnhjpixxghgdzzvmqzeohymaoalbpbewgyzwxy
Columnar,ogbparzijwmgbesnssxwvlxmqwtuyjiqqrkjnpvlzglfrziirqkomqfaxapqadihnpwbbfggwyzpuuuwlozuizmzmvlodksy,bwsmiproppwwmkrbwtrzifdbpzvxgjnxjnfkanguzdpmsqqvzmqwylzsagxwqliqabzomyzevukgraifuulxoislyjlqxhguio
Vigenere,jueiwvgxzbzzjcnonedobzzpbhiqdgjj,fuusoajsvbpjbhqjjetyteckxhyavlme
Hill,ygadblpofofjfsxdthuktnjkvioayonajta,acfbtiqjsjbqqtdohyemraozkhsawwandcvz
Hill,knekynnqgzarodheoznimqdbpgvewaydmqgsftexpqqpwhflqfpjgfwuamekzxckutyvvyghbfwsrsbutx,zkmsvylzhctqharxbkztcywhbnnlqwtkcyqacdzsdbryhyqxpkmzdauyswmsgnuqhsherntikveqllndeh
Columnar,skgduiiwmoxzevhyiiszvqfuufxpkyywkxymjeactmkxhearqzjeqdmitcriegvisevj,uxifkytaqrsxsiesuyjkqmeviziuymmrdiexkwvzfwexzigjgmhvxkahjtvxdoyqpxceecix
Caesar,tknqvsxfyklrfpdrkhzampkvxfvdldfmudjvebxrqeccbzofujauelsguvqvpnfeigjokhofbwpjvbmczgagpxg,ypsvaxckdpqwkuiwpmefrupackaiqikrzioajgcwvjhhgetkzofzjqxlzavauskjnlotpmtkgbuoagrhelflucl
Vigenere,oscjmzbjxfrsdqgfcholdntfmgikagiamofgcygeoeehnkyrxwlxtvvtnlccgjnqxzuomhdwvjoleyxruehcudjbozmeloeuezu,hdtlcabqqqiutrgmvsfntotmfrzmqhihfzwiszglhpvjdlyyqhczjwvagwtewknxqklqciddoufnuzxynpyekejihkdgbpebxkl
Caesar,tjtzixkphpyvusqqinoqixlucgtddyabnxodzrrt,pfpvetgldlurqommejkmethqycpzzuwxjtkzvnnp
Caesar,tzylmxntlnmvaqktauxohmxlyopseezejozamropnhyfbhhfgdydvmgonxwclcpfsdpwhddeklvywzipcbmtumcnyopmmfsph,ionabmciacbkpfzipjmdwbmandehttotydopbgdecwnuqwwuvsnskbvdcmlrareuhselwsstzaknloxerqbijbrcndebbuhew
Caesar,ubduoeenzsmupunuulmcjqsqcdmbbimxwtfjhem,bikbvllugztbwbubbstjqxzxjktiiptedamqolt
Columnar,oohbadhgjqbunmplwoavadjsixzrgfoqfxigmxuazzmk,odblaxogzaqpvifiaxbjmasgxukohuwdzqmzhgnojrfxm
Caesar,mojlglwvnjfvedcslfrptftquzatlscgndaetbodlsafyqu,qsnpkpazrnjzihgwpjvtxjxuydexpwgkrheixfshpwejcuy
Vigenere,zbpcjhpoiwgdaqklfyyjdxokyyklsladbhzbpduqjkctl,ukbtzekxunwavzwcvvtspoehthwciivmnypykmghzhxcx
Caesar,vmknhbsjcmxsczspxwdutaxmgwpqrweuvjprychpthzctvkc,hywztnevoyjeolebjipgfmjysibcdiqghvbdkotbftlofhwo
Caesar,scyjnqsbgguuejmwoducgrvtoalymnuhziuyggnizbwuhbcneszgfjqgvevimdhyukwyeehbcrjswiiuudaeoommhqd,pzvgknpyddrrbgjtlarzdosqlxivjkrewfrvddkfwytreyzkbpwdcgndsbsfjaevrhtvbbeyzogptffrraxblljjena
Vigenere,gmbatjmjpaeqbvviwnaymgkyqjvxiklvfcufd,qpbbrdwmpbcklyvjuhkbmhisamvygevyfdszn
Caesar,qtcrfvjufgvpsotqogbafhvyrnhppvaukbdzrfimrlacfzeobsscxudlzubfnvnpyeopfygqrsxgglbjraoilnoch,svethxlwhixruqvsqidchjxatpjrrxcwmdfbthkotncehbgqduuezwfnbwdhpxpragqrhaistuziindltcqknpqej
Caesar,nxtaglwmydxtlvqijesufkiwnddjbkbfisuppgthlqezlrhvejkanhndpsnwzotqskfegfiucdkpvhetgtaxnmaqelcbyycqcj,fplsydoeqvpldniabwkmxcaofvvbtctxakmhhylzdiwrdjznwbcsfzfvhkforglikcxwyxamuvchnzwlylspfesiwdutqquiub
Hill,icciybohfvqdtqtsvaxxjqmttxwdpfibbwvwkewfridiglpadhblmopgrdpqdzxwpzzxyrtsrdjhoa,oaueftbbvofjgtabufveudzzlihddsrjijgpagblmpqdvzsltmpeosajbiwxrgynvuncjfabbivgwm
Vigenere,fgbohnyudcpiagrjgppqvdcwypcsebnkvecgjwdbpemtecanaslo,fbhmgyypjaotabxhfaplbbbhykiqdmnfbcbrjrjzopmokazyanrm
Caesar,qxzvywejfapobndjeimgknhcphwqitbkiikizxkmmakhlbzkgqcqiqfohwskgftplbqbcmccpejpawleavhpaobqihdqmnxd,xegcfdlqmhwviukqlptnruojwodxpairpprpgertthrosigrnxjxpxmvodzrnmawsixijtjjwlqwhdslhcowhvixpokxtuek
Hill,iosorhlprekrqriiamioybiiesndokyjwo,eyycczyhzzlexwyymaeyxuyyamqnmqfugo
Columnar,jzfyogvsgvwmlzxnersxcebvntvnfusfvbstuqdvtukaipplwejckbhryznnirsdhhzz,jgwnctsttpjrihygzsvfbdawbndxovxxnusviehnhxzvmeevfuupcyrzfslrbnvqklkzsz
Columnar,pqqkteeyluddsqvjbfjjlxypaksrawapglgovwlmjdnxedepkovlo,tslaveoqdjsgnveqxwwdxyjppmpxqufkldokdjroxlplbagjkevyalex
Columnar,kaldpbqaopmkkphzqsdoimxhsvzocgasf,dmssskahmcbkozxaozxgpkdvflpqhaqpiox
Columnar,jztvdqqzzysfdzwrnrbrgrkjdkgvkijlvbyaoupwaxsnwbgndjgamrhwbpuctgnyzkghrdtvgrcrj,tqswbkgjypsgghungtcxzqyzrrkibuxbjrpgkdrxvzfrrjvlawnnawcyhvrxjdzdngdkvoawdmbtzrgj
Columnar,yiwmrqdmufggoywhumruzlabzrvptypewmqruvzxprsrscxayukegppgdpkihfubctzuybesn,mguprreiuxdwapzxpuexifmrmruptxqylyvcpfbxmhbexagbsxwgrvqskkzxyuuzwpydcnroztusghyx
Columnar,yuodkjfqbsieczpfpnurbpxqonvhrkpfelmkrtqnznspzdgbo,ofipuxvpmqsgxujsznpnkltndxdqefrqhfknpbxykbcpborerzzo
Hill,bdxfjbmmnhtdtttillvffxyyyhxpwithkhrmxnilllllojvdeotjbitklfnrfdfdzgmjkibblfpriysffr,hllllvsmdjrrjtidxlhtfrkyzetjoeplxicfhzrkxlxlrcvjocbvyxunnhlhpvpvivnkqavbnhpzekbsvn
Hill,vzcacqnpfmwbpvvjhxsoemiqxnylvsiqyftrwtc,mnwiqawzfotdgrsvsxoaukeygbvtnkeyhjgjjhpd
Hill,gfcsaxblhzricwkwagzvcopusbptmbdqgsdmbrjpdpzbvrefapiqykuvntcbtnodnebxlzhwvufygxtyyasbo,qbkkodndnvzwagmoyulruofisrbjwlxaqohelxphtbjlprazilysyokzlhubjtuldwjrtzbybotukjbikysrwr
Columnar,ciocugvukaydflauqmbhlcidefqrtxqjvppyjdtyuiedtsbiyfudcremi,igalmcfxpdisfrxovyabiqqptebuexcukfqletvjutycicuduhdrjyydidmx
Caesar,tgxmnjnqtknvgpalqfzbticrlkibsyckegjksrinyjhsauvasr,vizoplpsvmpxircnshbdvketnmkduaemgilmutkpaljucwxcut
Vigenere,oqpqzjsuessovbvlskjmilxmevbdknatinlesjmpfbzcfiyzygmkzwslpyreaoctzddpeddyibqirmbrugqmbzistnrjzrgahno,yoneokoecqgdwxfjqyynevvkskczulyhxohoqhaegxjadwnauqkinlthzwpsppydxbrefznwgpfjnwzpivrilxggiontxpupijy
Caesar,bdipvcllbzdldwsopoxydmmyuexjzqtxfpzmyyhfshskhtsrsxbnkppzbfotfctrrc,lnszfmvvljnvngcyzyhinwwieohtjadhpzjwiirpcrcurdcbchlxuzzjlpydpmdbbm
Vigenere,ywncdlstsyqrbpcaelkluliolyalalviuozljsishdtztsggmsafswayswnijmwjdptobgbpxuymakljjrwrwqahcdwhfcreari,lwhswyogssgkolpaybdyqyiibrnhnlpynbvyjmyluzgzniztifazipnufwhyczswdjjhocoprkrzwxldzkjnjquxvqsufwhxnnv
Caesar,hsjxihjjchzekdheropihsxfzbtawodpvgqnillbjmiqlxxmttuoekuoeqyvtahecweoppqhhaqteoiauczndauukypvpvv,whymxwyyrwotzswtgdexwhmuoqipldsekvfcxaaqybxfammbiijdtzjdtfnkipwtrltdeefwwpfitdxpjrocspjjznekekk
Vigenere,yuyxviiftkjbnajmwocoacrjvobjoncmvscomdvonccchcjlolrciqcvanyaopccxsnhcnadinknztultrrrvhjelg,vkwifvfvrvtokqhxgbzeynbwsezuyazctdmbjttzxpzsfntylbpnsdzlyyinlfanhfkxaykqfdiyjgrbrcbesxhpvt
Caesar,wiplzxwicffdhoivtxcenarkggohbqshcswbqmxtbiqbehiairkbfayslfabnsljazntrfhbcbxogyhedpljbutgonubbds,pbiesqpbvyywahbomqvxgtkdzzhaujlavlpujfqmubjuxabtbkduytrleytuglectsgmkyauvuqhzraxwiecunmzhgnuuwl
Vigenere,citeiqzhnvsmeateemfyylbdxpkkznbaeryopvljqysuxrqhphtmpcxqkumnyfjpkanmcsqagwvbgpqybbqszu,hkumsvbivfxofidjgnnidnclhumlhxgcfzitrwttvatchwsixryoqkhvmvuxdhkxufpnkcvchefgiqyigdrajz
Hill,tbernhxnqokveibbxpymivkpsrfoiilqtfofoevlbrbymhxpnpxwabfnshlvzqpurmpluv,gvxnkhudayllmewnifcohnvfzzrwuarsizlreqcdedbkvvifopfmhbkvhpaxtebsbiqjfb
Columnar,atxhvomyzgbdxuvucrlehufmylgevptikzjjztinymrrsvd,xblgjrouuptvhdeejrvxhvzsmvftidazcykyyuminxtgrlzm
Columnar,meqobguakgnkozxsesjopxapnrkfxekitdrowvv,muojnkwogsxfdxeazorivbneaxrxgkspeoxqkxpktv
Hill,oufjfmtkrcmrkhtjsoqurrtulzfuhedwjfovenmnbkitbaulthglndc,gurjcporyprclwtpsgkgbtqlbzofulaxtzbwvyluenzictlmdljglttg
Vigenere,rtbwlrmbydxupkddjsvelwponmxnhjozyxbtyyglomwjrepmnwwlwcwpgboqefjdsinnax,cjxnhlphjttllegjuirvhqsuycteddrfjnxkusjrzcsanyssymscswzvrrkhazmjdyjewr
Caesar,cymenxuaidgwqabzyojupsoekeweflneshqajxswtxxencnkfhsxpqwytuqvhbgpndnohwsoyrrozp,vrfxgqntbwzpjtusrhcnilhxdxpxyegxlajtcqlpmqqxgvgdyalqijprmnjoauzigwghaplhrkkhsi
Columnar,ginjoqaigprrhvuniieyfyttusxohozgvgnsyw,orithnxqritosxiivysgwjpnyogxngufxvxgaheuzy
Vigenere,xboakuuafrpxzlwxnwkavmvnzhrckgyqwpfusenvlhtnapmipewwwlkhsuzzppjwurqacqrspdxumxtckdwyfv,zndoiwgptprjozuzzlyyxykbxjdryeaclddwetbtntibyryxdcyilzijejnxrbykstcpqoteervwymhamplmdx
Columnar,jhqahdckwkawkffbodjhucdevxdopoa,haodpxhkfhxxqwfudxdwdeoxakbcoxjckjva
Columnar,myatnbqfyrqcvfspzqcdpysrxmyaftiyntrexwllmrfqcj,mnyvzpxfnxmcaqqscsyirlfxybrfqymttwrjtfcpdrayelqx
Hill,ulgfncvieydlcwwkxpzqtiouxelnndoqaleeoxgpsijkxsslzzioykqezriwcwdzjtysudmcywwqoymrsxodwzxzcgjgtxrmmi,wtajtkrkkotvwsoahffwjymcncfbjpaiudcsirehssbaduohtpwowmymvbucwsjnptuayfcegugeywibypavuxldaqpgpvngui
Columnar,amczatauqsceqnxezjbhfsyvpcsvcxnnovgsqayvjlvxszluudcjnsnkvughcrymzageafcwdgguaqubop,atcefcnsjzckcacuoasxhpxgvsdnhzfgbxcuqjyvoavunuyedqxzqnbvcvyxusgmaguxmaezssnqlljvrgwap
Caesar,qgobksrfkzivzvmtyorbcmwvgmhiujuopilbtdbktvugmmsejmjyezogtnzmsajmyblvyzuhuvxtrw,zpxktbaotireievchxaklvfepvqrdsdxyrukcmktcedpvvbnsvshnixpcwivbjsvhkuehidqdegcaf
Hill,rplwkyodidijmyoenxgtkwhtxkjjvfzdzciwuzhcjzxzrvvzxsyvegiwudfiuvduvjxmvtwrsnlvzjabtxflsjcqaqffwn,hptuscwjclwvqkicdvovuqnztwvznxlbziwiujrofrrvbztnlsubqawiqhnqyldcjvrizdavihhbflmtxtxvmjiaksdlex
Vigenere,godnvnnqwdgcrmbwvktpuueidwapsbivrroeegxqmo,htfoulovyefasrdxuiuuwvdgebcqrzjatsncflzrlm
Columnar,tjwcxuvhstrxsdjcuppsugpopqyeudazhesstl,crppzxthjgusxxpqhxjscpdtvduesxwtuoalussyex
Vigenere,egmswwmphobccuiniadxiclxjolxhemrvqzwsepwbsdelipalnvoouxuxwshwkvwateblcst,gszersobuawyegvzdwfjvogtlayjcaodicusuqciwofqyukwnziajqzgkindywiivpgnyonp
Hill,eweuitatvlgpeltyqbuubwlluxhsfehrvwhyxnpphwhnnsyipbpdqkrgsdoiaejiud,yyocbhrbnklhvhepzxioezhwxvyfkztuqbcttotesxzcmdscbglcsswrfbmouswhbj
Vigenere,qjgyhrbhadbaojwlqcuxiceoankzbatjgozklfmkf,bbmcobmzghikzbcpxmfpoglylfqdikebmsguwxsom
Hill,wmbqzhicbupeeauxcxjvuspknxvfszvieqzoneupkjfpxm,cuhzmzwmztfbaotqtsknqetfglqbpgxduqlvfhjcvcwvpr
Caesar,ogkannjfwmwtrqkwamccxvjmaimbxihisiejcaecmwvyyakwaphqhbqmasxkkqwxiauyqymvopwdesomdxiyxcumkr,gycsffbxoeoljicoseuupnbesaetpazakawbuswueonqqscoshziztieskpcciopasmqiqenghovwkgevpaqpumecj
Vigenere,pelgsdhlhapjfzbosrwogxhevjqixfnagekvdtldqqrocfqxkgvbyacenx,emubgspucoeroupdaarcvfqzjyyrstcipzyklcgrfyajquygfukjhvqtvg
Columnar,vzaolsfxzrjribyaorjtblniehmkcsaceukjwvvmtjnyct,ozbjicuvyxzfrolmcwjxlryteskmcxaxirnkevnxvsjabhajtt
Hill,xhnzfndgamqscppqelbixdncmwkdkukejrfcytruesezhbwdlmdqamkqzqztwonayyronlbgcdgjqvsyqjgwdbnctctujfo,vvrpflsfecwuhqqbzsihldsjcylqiiuotrkhnucnkevqddxgcvelecyqaxbrskangkazvrqldojqxoactmwqzpsjyrehppnq
Columnar,hpzuzuaxufvoowqvlkuhlunhavmxrkmyeyyvqhbkpjirwuthzfwzqapnvdutugtlfcddkfjrhqduzgvplbuqrbbjjplcxfmg,uvkaybuqtdqljmzflhmhwzuchpbfawlxyjzntfzqlxzouvektauddbjghxqurvifvljgrcuohmyphpgkuupxpuvnkqrwdfrvbx
Vigenere,ltzxffnjarnflcyohgdfmumsfwrofgissbhagcrhwyzwmekxwhrnogsibyqqwqghrgjmnxfbgxjtglnayjrggolxdwqpgrrchffs,uvryouwlsswuueqpqvmhevvhoyjpovrukcqppejifniyeftmfjjoxvbktzzffsyiavsofyoqpzbupawcqkavpqdymlzrysarqhxt
Caesar,tasdqmhettlgwrlphyxszoxxomueesygjsicfdjqkukkyfzztysyhdvgrhucspjrnqzdqg,yfxivrmjyyqlbwqumdcxetcctrzjjxdloxnhkiovpzppdkeeydxdmialwmzhxuowsveivl
Caesar,voldmaooqabngsjamevbwvipmbgiahsadjyibdnmxgpoaxfutsslvvsydpccmrmdgwdjrwbcydzrhtivjzt,yrogpdrrtdeqjvmdphyezylspejldkvdgmblegqpajsrdaixwvvoyyvbgsffpupgjzgmuzefbgcukwlymcw
